,Date,Level (m),Dimension (m)
72,1985-11-14,22.02,1.29
73,1986-01-27,21.51,1.8
74,1986-03-10,21.1,2.21
75,1986-07-11,22.37,0.94
76,1986-11-18,23.29,0.02
77,1987-01-28,22.57,0.74
78,1987-03-09,23.07,0.24
79,1987-05-19,24.22,-0.91
80,1987-07-13,23.95,-0.64
81,1987-10-28,23.42,-0.11
82,1987-12-29,22.3,1.01
83,1988-02-15,22.16,1.15
84,1988-04-28,22.73,0.58
85,1988-06-30,24.78,-1.47
86,1988-08-16,25.03,-1.72
87,1988-11-17,22.23,1.08
88,1989-03-15,22.6,0.71
89,1989-05-17,21.96,1.35
90,1989-07-12,22.68,0.63
91,1989-10-26,24.42,-1.11
92,1989-12-15,22.02,1.29
93,1990-02-22,21.85,1.46
94,1990-04-18,21.75,1.56
95,1990-06-29,18.35,4.96
96,1990-08-29,18.05,5.26
97,1990-10-10,17.25,6.06
98,1990-12-18,16.21,7.1
99,1991-02-21,16.0,7.31
100,1991-03-15,16.24,7.07
101,1991-04-29,17.15,6.16
102,1991-06-19,17.72,5.59
103,1991-08-06,19.3,4.01
104,1991-10-09,20.46,2.85
105,1991-12-12,19.9,3.41
106,1992-02-11,20.06,3.25
107,1992-05-13,22.15,1.16
108,1992-08-26,23.85,-0.54
109,1992-12-10,24.1,-0.79
110,1993-01-28,23.45,-0.14
111,1993-03-31,23.63,-0.32
112,1993-05-25,24.42,-1.11
113,1993-08-26,25.75,-2.44
114,1993-09-16,25.68,-2.37
115,1993-11-25,24.25,-0.94
116,1994-01-31,24.5,-1.19
117,1994-03-22,24.23,-0.92
118,1994-05-17,24.72,-1.41
119,1994-07-21,25.4,-2.09
120,1994-10-24,25.72,-2.41
121,1994-12-21,25.01,-1.7
122,1995-02-02,25.19,-1.88
123,1995-04-05,25.37,-2.06
124,1995-06-20,26.2,-2.89
125,1995-08-29,27.17,-3.86
126,1995-11-14,29.9,-6.59
127,1996-05-15,26.36,-3.05
128,1996-07-23,25.07,-1.76
129,1997-02-26,10.45,12.86
130,1997-04-23,10.0,13.31
131,1997-06-26,12.71,10.6
132,1997-08-27,15.58,7.73
133,1997-10-23,16.0,7.31
134,1998-01-27,15.63,7.68
135,1998-03-10,15.97,7.34
136,1998-05-28,16.93,6.38
137,1998-08-13,18.49,4.82
138,1998-10-27,19.54,3.77
139,1998-12-10,19.32,3.99
140,1999-02-25,22.12,1.19
141,1999-03-25,20.2,3.11
142,1999-04-29,21.83,1.48
143,1999-08-11,23.12,0.19
144,1999-10-06,23.2,0.11
145,1999-11-16,22.64,0.67
146,2000-02-17,22.4,0.91
147,2000-03-29,22.75,0.56
148,2000-05-11,22.28,1.03
149,2000-10-17,25.69,-2.38
150,2000-11-21,23.28,0.03
151,2001-02-07,22.06,1.25
152,2001-03-06,22.62,0.69
153,2001-05-30,22.13,1.18
154,2001-06-25,23.81,-0.5
155,2001-08-30,23.24,0.07
156,2001-11-30,23.18,0.13
157,2001-12-13,21.9,1.41
158,2002-01-30,22.04,1.27
159,2002-04-09,21.75,1.56
160,2002-06-26,22.68,0.63
161,2002-07-30,22.97,0.34
162,2002-09-25,22.61,0.7
163,2002-10-30,23.55,-0.24
164,2002-11-27,22.09,1.22
165,2003-01-30,22.69,0.62
166,2003-02-26,21.42,1.89
167,2003-03-22,22.15,1.16
168,2003-04-29,22.22,1.09
169,2003-05-27,22.35,0.96
170,2003-06-25,22.86,0.45
171,2003-08-26,22.44,0.87
172,2003-09-24,22.53,0.78
173,2003-10-30,21.96,1.35
174,2003-11-27,21.53,1.78
175,2003-12-22,21.13,2.18
176,2004-01-29,21.48,1.83
177,2004-02-26,20.76,2.55
178,2004-03-30,20.55,2.76
179,2004-04-28,20.8,2.51
180,2004-05-27,20.45,2.86
181,2004-06-30,20.3,3.01
182,2004-09-28,18.32,4.99
183,2004-10-22,17.6,5.71
184,2004-11-12,17.54,5.77
